dbn,name,primary_address,city,zip,latitude,longitude
18K235,P.S. 235 Lenox School,525 LENOX ROAD,BROOKLYN,11203,40.6547126,-73.9410042
18K244,P.S. 244 Richard R. Green,5404 TILDEN AVENUE,BROOKLYN,11203,40.6484359,-73.9256508
18K268,P.S. 268 Emma Lazarus,133 EAST 53 STREET,BROOKLYN,11203,40.6569262,-73.9279985
18K272,P.S. 272 Curtis Estabrook,101-24 SEAVIEW AVENUE,BROOKLYN,11236,40.6263338,-73.9005864
18K276,P.S. 276 Louis Marshall,1070 EAST 83 STREET,BROOKLYN,11236,40.6340882,-73.907939
18K279,P.S. 279 Herman Schreiber,1070 EAST 104 STREET,BROOKLYN,11236,40.6441853,-73.892678
18K285,I.S. 285 Meyer Levin,5909 BEVERLY ROAD,BROOKLYN,11203,40.647124,-73.920543
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,965 EAST 107TH STREET,BROOKLYN,11236,40.6474656,-73.8918462
18K563,It Takes a Village Academy,5800 TILDEN AVENUE,BROOKLYN,11203,40.647733,-73.922202
18K566,Brooklyn Generation School,6565 FLATLANDS AVENUE,BROOKLYN,11236,40.633142,-73.917072
18K567,Brooklyn Theatre Arts High School,6565 FLATLANDS AVENUE,BROOKLYN,11236,40.633142,-73.917072
18K569,Kurt Hahn Expeditionary Learning School,5800 TILDEN AVENUE,BROOKLYN,11203,40.647733,-73.922202
18K576,Victory Collegiate High School,6565 FLATLANDS AVENUE,BROOKLYN,11236,40.633142,-73.917072
18K578,Brooklyn Bridge Academy,6565 FLATLANDS AVENUE,BROOKLYN,11236,40.633142,-73.917072
18K581,East Flatbush Community Research School,905 WINTHROP STREET,BROOKLYN,11203,40.6584338,-73.9291101
18K588,Middle School for Art and Philosophy,1084 LENOX ROAD,BROOKLYN,11212,40.658397,-73.9199304
18K589,Arts & Media Preparatory Academy,905 WINTHROP STREET,BROOKLYN,11203,40.6584338,-73.9291101
18K598,Middle School of Marketing and Legal Studies,905 WINTHROP STREET,BROOKLYN,11203,40.6584338,-73.9291101
18K617,High School for Innovation in Advertising and Media,1600 ROCKAWAY PARKWAY,BROOKLYN,11236,40.6418942,-73.8987375
18K629,Cultural Academy for the Arts and Sciences,5800 TILDEN AVENUE,BROOKLYN,11203,40.647733,-73.922202
18K633,High School for Medical Professions,1600 ROCKAWAY PARKWAY,BROOKLYN,11236,40.6418942,-73.8987375
18K635,Olympus Academy,755 EAST 100 STREET,BROOKLYN,11236,40.6455021,-73.8986851
18K637,Academy for Conservation and the Environment,6565 FLATLANDS AVENUE,BROOKLYN,11236,40.633142,-73.917072
18K642,Urban Action Academy,1600 ROCKAWAY PARKWAY,BROOKLYN,11236,40.6418942,-73.8987375
18K673,East Brooklyn Community High School,9517 KINGS HIGHWAY,BROOKLYN,11212,40.65989,-73.920661
19K007,P.S. 007 Abraham Lincoln,858 JAMAICA AVENUE,BROOKLYN,11208,40.6896725,-73.8731145
19K013,P.S. 013 Roberto Clemente,557 PENNSYLVANIA AVENUE,BROOKLYN,11207,40.6635217,-73.8937024
19K065,P.S. 065,696 JAMAICA AVENUE,BROOKLYN,11208,40.6870439,-73.8787263
19K089,P.S. 089 Cypress Hills,265 WARWICK STREET,BROOKLYN,11207,40.6772087,-73.8868023
19K108,P.S. 108 Sal Abbracciamento,200 LINWOOD STREET,BROOKLYN,11208,40.681275,-73.884339
19K149,P.S. 149 Danny Kaye,700 SUTTER AVENUE,BROOKLYN,11207,40.6697148,-73.8928276
19K158,P.S. 158 Warwick,400 ASHFORD STREET,BROOKLYN,11207,40.672581,-73.885211
19K159,P.S. 159 Isaac Pitkin,2781 PITKIN AVENUE,BROOKLYN,11208,40.676117,-73.869676
19K166,J.H.S. 166 George Gershwin,800 VAN SICLEN AVE,BROOKLYN,11207,40.660494,-73.8856719
19K171,I.S. 171 Abraham Lincoln,528 RIDGEWOOD AVENUE,BROOKLYN,11208,40.685841,-73.869429
19K174,P.S. 174 Dumont,574 DUMONT AVENUE,BROOKLYN,11207,40.6658254,-73.8975063
19K190,P.S. 190 Sheffield,590 SHEFFIELD AVENUE,BROOKLYN,11207,40.6623466,-73.8944572
19K202,P.S. 202 Ernest S. Jenkyns,982 HEGEMAN AVENUE,BROOKLYN,11208,40.6664086,-73.8765699
19K213,P.S. 213 New Lots,580 HEGEMAN AVENUE,BROOKLYN,11207,40.6605118,-73.8902658
19K214,P.S. 214 Michael Friedsam,2944 PITKIN AVENUE,BROOKLYN,11208,40.6765096,-73.8631205
19K218,J.H.S. 218 James P. Sinnott,370 FOUNTAIN AVENUE,BROOKLYN,11208,40.670026,-73.874515
19K224,P.S. 224 Hale A. Woodruff,757 WORTMAN AVENUE,BROOKLYN,11208,40.6648262,-73.8656925
19K260,P.S. 260 Breuckelen,875 WILLIAMS AVENUE,BROOKLYN,11207,40.6540083,-73.8948447
19K273,P.S. 273 Wortman,923 JEROME STREET,BROOKLYN,11207,40.6578673,-73.879289
19K290,P.S. 290 Juan Morel Campos,135 SCHENCK AVENUE,BROOKLYN,11207,40.6779316,-73.8897629
19K292,J.H.S. 292 Margaret S. Douglas,301 VERMONT STREET,BROOKLYN,11207,40.671887,-73.893453
19K302,J.H.S. 302 Rafael Cordero,350 LINWOOD STREET,BROOKLYN,11208,40.6770363,-73.8834076
19K306,P.S. 306 Ethan Allen,970 VERMONT STREET,BROOKLYN,11207,40.655395,-73.886104
19K311,Essence School,590 SHEFFIELD AVENUE,BROOKLYN,11207,40.6623466,-73.8944572
19K325,The Fresh Creek School,875 WILLIAMS AVENUE,BROOKLYN,11207,40.6540083,-73.8948447
19K328,P.S. 328 Phyllis Wheatley,330 ALABAMA AVENUE,BROOKLYN,11207,40.6685356,-73.8979392
19K345,P.S. 345 Patrolman Robert Bolden,111 BERRIMAN STREET,BROOKLYN,11208,40.676124,-73.8803287
19K346,P.S. 346 Abe Stark,1400 PENNSYLVANIA AVENUE,BROOKLYN,11239,40.6468388,-73.881661
19K364,I.S. 364 Gateway,1426 FREEPORT LOOP,BROOKLYN,11239,40.6464708,-73.8811318
19K404,Academy for Young Writers,1065 ELTON STREET,BROOKLYN,11208,40.6569291,-73.8740616
19K409,East New York Family Academy,2057 LINDEN BOULEVARD,BROOKLYN,11207,40.661095,-73.886661
19K422,Spring Creek Community School,1065 ELTON STREET,BROOKLYN,11208,40.6569291,-73.8740616
19K452,Frederick Douglass Academy VIII Middle School,1400 PENNSYLVANIA AVENUE,BROOKLYN,11239,40.6468388,-73.881661
19K502,FDNY High School for Fire and Life Safety,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,40.6676012,-73.8947915
19K504,High School for Civil Rights,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,40.6676012,-73.8947915
19K507,Performing Arts and Technology High School,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,40.6676012,-73.8947915
19K510,World Academy for Total Community Health High School,400 PENNSYLVANIA AVENUE,BROOKLYN,11207,40.6676012,-73.8947915
19K557,Brooklyn Gardens Elementary School,574 DUMONT AVENUE,BROOKLYN,11207,40.6658254,-73.8975063
19K583,Multicultural High School,999 JAMAICA AVENUE,BROOKLYN,11208,40.69228,-73.868927
19K615,Transit Tech Career and Technical Education High School,1 WELLS STREET,BROOKLYN,11208,40.6782503,-73.8760791
19K618,Academy of Innovative Technology,999 JAMAICA AVENUE,BROOKLYN,11208,40.69228,-73.868927
19K639,Brooklyn Lab School,999 JAMAICA AVENUE,BROOKLYN,11208,40.69228,-73.868927
19K654,Van Siclen Community Middle School,800 VAN SICLEN AVE,BROOKLYN,11207,40.660494,-73.8856719
19K659,Cypress Hills Collegiate Preparatory School,999 JAMAICA AVENUE,BROOKLYN,11208,40.69228,-73.868927
19K660,W. H. Maxwell Career and Technical Education High School,145 PENNSYLVANIA AVENUE,BROOKLYN,11207,40.6738803,-73.8963614
19K661,Vista Academy,350 LINWOOD STREET,BROOKLYN,11208,40.6770363,-73.8834076
19K662,Liberty Avenue Middle School,350 LINWOOD STREET,BROOKLYN,11208,40.6770363,-73.8834076
19K663,School of the Future Brooklyn,574 DUMONT AVENUE,BROOKLYN,11207,40.6658254,-73.8975063
19K677,East New York Elementary School of Excellence,605 SHEPHERD AVENUE,BROOKLYN,11208,40.6693961,-73.8796156
19K678,East New York Middle School of Excellence,605 SHEPHERD AVENUE,BROOKLYN,11208,40.6693961,-73.8796156
19K683,"The School for Classics: An Academy of Thinkers, Writers and Peformers",370 FOUNTAIN AVENUE,BROOKLYN,11208,40.670026,-73.874515
20K030,PS/IS 30 Mary White Ovington,7002 4TH AVENUE,BROOKLYN,11209,40.6336826,-74.0239203
20K048,P.S. 048 Mapleton,6015 18 AVENUE,BROOKLYN,11204,40.6216524,-73.9876077
20K062,J.H.S. 062 Ditmas,700 CORTELYOU ROAD,BROOKLYN,11218,40.6386429,-73.9717951
20K069,P.S. 69 Vincent D. Grippo School,6302 9TH AVENUE,BROOKLYN,11220,40.6323291,-74.0097004
20K102,P.S. 102 The Bayview,211 72 STREET,BROOKLYN,11209,40.634081,-74.0292778
20K104,P.S./I.S. 104 The Fort Hamilton School,9115 5 AVENUE,BROOKLYN,11209,40.6184808,-74.0287749
20K105,P.S. 105 The Blythebourne,1031 59 STREET,BROOKLYN,11219,40.6329321,-74.0037181
20K112,P.S. 112 Lefferts Park,7115 15 AVENUE,BROOKLYN,11228,40.6195857,-74.0009875
20K127,P.S. 127 Mckinley Park,7805 7 AVENUE,BROOKLYN,11228,40.623654,-74.018435
20K160,P.S. 160 William T. Sampson,5105 Fort Hamilton Parkway,BROOKLYN,11219,40.636927,-73.999028
20K163,P.S. 163 Bath Beach,109 BAY 14TH STREET,BROOKLYN,11214,40.6068755,-74.0079697
20K164,P.S. 164 Caesar Rodney,4211 14 AVENUE,BROOKLYN,11219,40.6372942,-73.9861475
20K170,Ralph A. Fabrizio School,7109 6 AVENUE,BROOKLYN,11209,40.6003289,-73.9857337
20K176,P.S. 176 Ovington,1225 69 STREET,BROOKLYN,11219,40.6246476,-74.0054279
20K179,P.S. 179 Kensington,202 AVENUE C,BROOKLYN,11218,40.640134,-73.977256
20K180,The SEEALL Academy,5601 16 AVENUE,BROOKLYN,11204,40.6266652,-73.989612
20K185,P.S. 185 Walter Kassenbrock,8601 RIDGE BOULEVARD,BROOKLYN,11209,40.623584,-74.03342
20K186,P.S. 186 Dr. Irving A Gladstone,7601 19 AVENUE,BROOKLYN,11214,40.610915,-73.994246
20K187,The Christa McAuliffe School\I.S. 187,1171 65 STREET,BROOKLYN,11219,40.6275072,-74.0040163
20K192,P.S. 192 - The Magnet School for Math and Science Inquiry,4715 18 AVENUE,BROOKLYN,11204,40.6290084,-73.9798382
20K200,P.S. 200 Benson School,1940 BENSON AVENUE,BROOKLYN,11214,40.6031664,-74.0013907
20K201,J.H.S. 201 The Dyker Heights,8010 12 AVENUE,BROOKLYN,11228,40.619031,-74.013746
20K204,P.S. 204 Vince Lombardi,8101 15 AVENUE,BROOKLYN,11228,40.613528,-74.006117
20K205,P.S. 205 Clarion,6701 20 AVENUE,BROOKLYN,11204,40.614745,-73.986793
20K220,J.H.S. 220 John J. Pershing,4812 9TH AVENUE,BROOKLYN,11220,40.6408427,-74.0004375
20K223,J.H.S. 223 The Montauk,4200 16 AVENUE,BROOKLYN,11204,40.6349581,-73.9814523
20K227,J.H.S. 227 Edward B. Shallow,6500 16 AVENUE,BROOKLYN,11204,40.6218446,-73.9955288
20K229,P.S. 229 Dyker,1400 BENSON AVENUE,BROOKLYN,11228,40.610323,-74.013597
20K247,P.S. 247 Brooklyn,7000 21 AVENUE,BROOKLYN,11204,40.612246,-73.987193
20K259,J.H.S. 259 William Mckinley,7305 FT HAMILTON PARKWAY,BROOKLYN,11228,40.6265801,-74.0152513
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,371 89th Street,BROOKLYN,11209,40.6209555,-74.029698
20K310,P.S. 310,942 62ND STREET,BROOKLYN,11219,40.632396,-74.0075355
20K445,New Utrecht High School,1601 80 STREET,BROOKLYN,11214,40.6134712,-74.0037419
20K485,High School of Telecommunication Arts and Technology,350 67 STREET,BROOKLYN,11220,40.6368485,-74.0231804
20K490,Fort Hamilton High School,8301 SHORE ROAD,BROOKLYN,11209,40.626814,-74.038087
20K503,PS 503: The School of Discovery,330 59 STREET,BROOKLYN,11220,40.641937,-74.019313
20K505,Franklin Delano Roosevelt High School,5800 20 AVENUE,BROOKLYN,11204,40.621284,-73.982587
20K506,P.S. 506: The School of Journalism & Technology,330 59 STREET,BROOKLYN,11220,40.641937,-74.019313
20K609,Urban Assembly School for Criminal Justice,4200 16 AVENUE,BROOKLYN,11204,40.6349581,-73.9814523
20K682,The Academy of Talented Scholars,50 AVENUE P,BROOKLYN,11204,40.6071256,-73.9871451
20K686,Brooklyn School of Inquiry,50 AVENUE P,BROOKLYN,11204,40.6071256,-73.9871451
20K748,P.S. 748 Brooklyn School for Global Scholars,1664 BENSON AVENUE,BROOKLYN,11214,40.6070846,-74.0069621
20K971,"School of Math, Science, and Healthy Living",6214 4TH AVENUE,BROOKLYN,11220,40.639525,-74.020357
21K090,P.S. 90 Edna Cohen School,2840 WEST 12 STREET,BROOKLYN,11224,40.578185,-73.9804039
21K095,P.S. 095 The Gravesend,345 VAN SICKLEN STREET,BROOKLYN,11223,40.5957112,-73.9751735
21K096,I.S. 096 Seth Low,99 AVENUE P,BROOKLYN,11204,40.607574,-73.9844512
21K097,P.S. 97 The Highlawn,1855 STILLWELL AVENUE,BROOKLYN,11223,40.6014251,-73.98613
21K098,I.S. 98 Bay Academy,1401 EMMONS AVENUE,BROOKLYN,11235,40.583352,-73.9539003
21K099,P.S. 099 Isaac Asimov,1120 EAST 10 STREET,BROOKLYN,11230,40.621463,-73.966022
21K100,P.S. 100 The Coney Island School,2951 WEST 3 STREET,BROOKLYN,11224,40.5771094,-73.9713956
21K101,P.S. 101 The Verrazano,2360 BENSON AVENUE,BROOKLYN,11214,40.5979087,-73.9917782
21K121,P.S. 121 Nelson A. Rockefeller,5301 20 AVENUE,BROOKLYN,11204,40.6233087,-73.9787755
21K128,P.S. 128 Bensonhurst,2075 84 STREET,BROOKLYN,11214,40.60496,-73.995071
21K153,P.S. 153 Homecrest,1970 HOMECREST AVENUE,BROOKLYN,11229,40.601165,-73.960011
21K177,P.S. 177 The Marlboro,346 AVENUE P,BROOKLYN,11204,40.608167,-73.974424
21K188,P.S. 188 Michael E. Berdy,3314 NEPTUNE AVENUE,BROOKLYN,11224,40.5771765,-74.0005927
21K199,P.S. 199 Frederick Wachtel,1100 ELM AVENUE,BROOKLYN,11230,40.6166128,-73.963547
21K209,P.S. 209 Margaret Mead,2609 EAST 7 STREET,BROOKLYN,11235,40.5868934,-73.9619229
21K212,P.S. 212 Lady Deborah Moody,87 BAY 49 STREET,BROOKLYN,11214,40.5877534,-73.9857901
21K215,P.S. 215 Morris H. Weiss,415 AVENUE S,BROOKLYN,11223,40.6020958,-73.9700169
21K216,P.S. 216 Arturo Toscanini,350 AVENUE X,BROOKLYN,11223,40.5905453,-73.9701106
21K225,P.S. K225 - The Eileen E. Zaglin,1075 OCEAN VIEW AVENUE,BROOKLYN,11235,40.5797915,-73.9564352
21K226,P.S. 226 Alfred De B.Mason,6006 23 AVENUE,BROOKLYN,11204,40.6152859,-73.9763223
21K228,I.S. 228 David A. Boody,228 AVENUE S,BROOKLYN,11223,40.6013021,-73.9770054
21K238,P.S. 238 Anne Sullivan,1633 EAST 8 STREET,BROOKLYN,11223,40.6087848,-73.9650626
21K239,Mark Twain I.S. 239 for the Gifted & Talented,2401 NEPTUNE AVENUE,BROOKLYN,11224,40.5784581,-73.9923972
21K253,P.S. 253,601 OCEANVIEW AVENUE,BROOKLYN,11235,40.5802217,-73.9574837
21K281,I.S. 281 Joseph B Cavallaro,8787 24 AVENUE,BROOKLYN,11214,40.5943634,-73.9939373
21K288,P.S. 288 The Shirley Tanyhill,2950 WEST 25 STREET,BROOKLYN,11224,40.5740715,-73.991903
21K303,I.S. 303 Herbert S. Eisenberg,501 WEST AVENUE,BROOKLYN,11224,40.5820446,-73.9722141
21K329,P.S. 329 Surfside,2929 WEST 30 STREET,BROOKLYN,11224,40.5745976,-73.9962757
21K337,International High School at Lafayette,2630 BENSON AVENUE,BROOKLYN,11214,40.5935726,-73.985987
21K344,Rachel Carson High School for Coastal Studies,521 WEST AVENUE,BROOKLYN,11224,40.582045,-73.972223
21K348,High School of Sports Management,2630 BENSON AVENUE,BROOKLYN,11214,40.5935726,-73.985987
21K410,Abraham Lincoln High School,2800 OCEAN PARKWAY,BROOKLYN,11235,40.5823279,-73.9681463
21K468,Kingsborough Early College School,2630 BENSON AVENUE,BROOKLYN,11214,40.5935726,-73.985987
21K525,Edward R. Murrow High School,1600 AVENUE L,BROOKLYN,11230,40.620457,-73.959961
21K540,John Dewey High School,50 AVENUE X,BROOKLYN,11223,40.5876478,-73.9814451
21K559,Life Academy High School for Film and Music,2630 BENSON AVENUE,BROOKLYN,11214,40.5935726,-73.985987
21K572,Expeditionary Learning School for Community Leaders,2630 BENSON AVENUE,BROOKLYN,11214,40.5935726,-73.985987
21K620,William E. Grady Career and Technical Education High School,25 BRIGHTON 4TH ROAD,BROOKLYN,11235,40.583249,-73.963747
21K690,Brooklyn Studio Secondary School,8310 21ST AVENUE,BROOKLYN,11214,40.6049722,-73.9943444
21K728,Liberation Diploma Plus,2865 WEST 19TH STREET,BROOKLYN,11224,40.577232,-73.9859609
22K014,J.H.S. 014 Shell Bank,2424 BATCHELDER STREET,BROOKLYN,11235,40.5934319,-73.9376636
22K052,P.S. 052 Sheepshead Bay,2675 EAST 29 STREET,BROOKLYN,11235,40.5879664,-73.9405472
22K078,J.H.S. 078 Roy H. Mann,1420 EAST 68 STREET,BROOKLYN,11234,40.6214318,-73.9131128
22K109,P.S. 109,1001 EAST 45 STREET,BROOKLYN,11203,40.6353354,-73.9335362
22K119,P.S. 119 Amersfort,3829 AVENUE K,BROOKLYN,11210,40.6256472,-73.9385115
22K134,P.S. K134,4001 18 AVENUE,BROOKLYN,11218,40.63236,-73.9733295
22K139,P.S. 139 Alexine A. Fenty,330 RUGBY ROAD,BROOKLYN,11226,40.641318,-73.9658539
22K152,School of Science & Technology,725 EAST 23 STREET,BROOKLYN,11210,40.6323259,-73.9546723
22K193,P.S. 193 Gil Hodges,2515 AVENUE L,BROOKLYN,11210,40.622063,-73.950327
22K194,P.S. 194 Raoul Wallenberg,3117 AVENUE W,BROOKLYN,11229,40.5967651,-73.9334314
22K195,P.S. 195 Manhattan Beach,131 IRWIN STREET,BROOKLYN,11235,40.5795278,-73.9438116
22K197,P.S. 197 - The Kings Highway Academy,1599 EAST 22 STREET,BROOKLYN,11210,40.6111184,-73.9516203
22K198,P.S. 198 Brooklyn,4105 FARRAGUT ROAD,BROOKLYN,11210,40.6369349,-73.9374647
22K203,P.S. 203 Floyd Bennett School,5101 AVENUE M,BROOKLYN,11234,40.6214177,-73.9261416
22K206,P.S. 206 Joseph F Lamb,2200 GRAVESEND NECK ROAD,BROOKLYN,11229,40.597334,-73.949034
22K207,P.S. 207 Elizabeth G. Leary,4011 FILLMORE AVENUE,BROOKLYN,11234,40.613513,-73.9298869
22K217,P.S. 217 Colonel David Marcus School,1100 NEWKIRK AVENUE,BROOKLYN,11230,40.6340585,-73.9663231
22K222,P.S. 222 Katherine R. Snyder,3301 QUENTIN ROAD,BROOKLYN,11234,40.6132552,-73.9389747
22K234,J.H.S. 234 Arthur W. Cunningham,1875 EAST 17 STREET,BROOKLYN,11229,40.6050652,-73.9556519
22K236,P.S. 236 Mill Basin,6302 AVENUE U,BROOKLYN,11234,40.6158515,-73.9126625
22K240,Andries Hudde,2500 NOSTRAND AVENUE,BROOKLYN,11210,40.6237116,-73.9463188
22K245,P.S. 245,249 EAST 17TH STREET,BROOKLYN,11226,40.644893,-73.962727
22K251,P.S. 251 Paerdegat,1037 EAST 54 STREET,BROOKLYN,11234,40.631938,-73.92388
22K254,P.S. 254 Dag Hammarskjold,1801 AVENUE Y,BROOKLYN,11235,40.591092,-73.951555
22K255,P.S. 255 Barbara Reing School,1866 EAST 17 STREET,BROOKLYN,11229,40.6050414,-73.9556849
22K269,P.S. 269 Nostrand,1957 NOSTRAND AVENUE,BROOKLYN,11210,40.637666,-73.947676
22K277,P.S. 277 Gerritsen Beach,2529 GERRITSEN AVENUE,BROOKLYN,11229,40.595958,-73.927935
22K278,J.H.S. 278 Marine Park,1925 STUART STREET,BROOKLYN,11229,40.6069992,-73.9395784
22K312,P.S. 312 Bergen Beach,7103 AVENUE T,BROOKLYN,11234,40.6216163,-73.9086769
22K315,P.S. K315,2310 GLENWOOD ROAD,BROOKLYN,11210,40.632619,-73.954263
22K326,P.S. 326,1800 UTICA AVENUE,BROOKLYN,11234,40.6284393,-73.9279257
22K361,P.S. 361 East Flatbush Early Childhood School,3109 NEWKIRK AVENUE,BROOKLYN,11226,40.6400676,-73.9473626
22K381,I. S. 381,1599 EAST 22 STREET,BROOKLYN,11210,40.6111184,-73.9516203
22K405,Midwood High School,2839 BEDFORD AVENUE,BROOKLYN,11210,40.632889,-73.952536
22K425,James Madison High School,3787 BEDFORD AVENUE,BROOKLYN,11229,40.6096811,-73.9484688
22K495,Sheepshead Bay High School,3000 AVENUE X,BROOKLYN,11235,40.59314,-73.936638
22K535,Leon M. Goldstein High School for the Sciences,1830 SHORE BOULEVARD,BROOKLYN,11235,40.5808957,-73.9351412
22K555,Brooklyn College Academy,350 CONEY ISLAND AVENUE,BROOKLYN,11218,40.6492519,-73.9719119
22K611,Origins High School,3000 AVENUE X,BROOKLYN,11235,40.59314,-73.936638
22K630,Professional Pathways High School,3000 AVENUE X,BROOKLYN,11235,40.59314,-73.936638
23K041,P.S. 041 Francis White,411 THATFORD AVENUE,BROOKLYN,11212,40.6604389,-73.906932
23K073,P.S. 073 Thomas S. Boyland,251 MCDOUGAL STREET,BROOKLYN,11233,40.6802936,-73.9108853
23K137,P.S./I.S. 137 Rachel Jean Mitchell,121 SARATOGA AVENUE,BROOKLYN,11233,40.682234,-73.916631
23K150,P.S. 150 Christopher,364 SACKMAN STREET,BROOKLYN,11212,40.6689046,-73.9047039
23K155,P.S./ I.S. 155 Nicholas Herkimer,1355 HERKIMER STREET,BROOKLYN,11233,40.6774159,-73.9087675
23K156,P.S. 156 Waverly,104 SUTTER AVENUE,BROOKLYN,11212,40.6659512,-73.9181332
23K165,P.S. 165 Ida Posner,76 LOTT AVENUE,BROOKLYN,11212,40.6574242,-73.9110918
23K178,P.S. 178 Saint Clair Mckelway,2163 DEAN STREET,BROOKLYN,11233,40.6750086,-73.9155436
23K184,P.S. 184 Newport,273 NEWPORT STREET,BROOKLYN,11212,40.660369,-73.905005
23K284,P.S. 284 Lew Wallace,213 OSBORN STREET,BROOKLYN,11212,40.6670574,-73.9077983
23K298,P.S. 298 Dr. Betty Shabazz,85 WATKINS STREET,BROOKLYN,11212,40.671004,-73.907738
23K323,P.S./I.S. 323,210 CHESTER STREET,BROOKLYN,11212,40.6661829,-73.911268
23K327,P.S. 327 Dr. Rose B. English,111 BRISTOL STREET,BROOKLYN,11212,40.6687773,-73.9124411
23K332,P.S. 332 Charles H. Houston,51 CHRISTOPHER AVENUE,BROOKLYN,11212,40.6724303,-73.9062459
23K363,Brownsville Collaborative Middle School,85 WATKINS STREET,BROOKLYN,11212,40.671004,-73.907738
23K392,I.S. 392,104 SUTTER AVENUE,BROOKLYN,11212,40.6659512,-73.9181332
23K401,Christopher Avenue Community School,51 CHRISTOPHER AVENUE,BROOKLYN,11212,40.6724303,-73.9062459
23K446,Riverdale Avenue Community School,76 RIVERDALE AVENUE,BROOKLYN,11212,40.6601863,-73.914011
23K493,Brooklyn Collegiate: A College Board School,2021 BERGEN STREET,BROOKLYN,11233,40.6741215,-73.9135679
23K514,Frederick Douglass Academy VII High School,226 BRISTOL STREET,BROOKLYN,11212,40.6657215,-73.9116714
23K518,Kappa V,985 ROCKAWAY AVENUE,BROOKLYN,11212,40.6562927,-73.9073241
23K522,Mott Hall IV,1137 HERKIMER STREET,BROOKLYN,11233,40.6779834,-73.915842
23K599,Brooklyn Landmark Elementary School,251 MCDOUGAL STREET,BROOKLYN,11233,40.6802936,-73.9108853
23K631,General D. Chappie James Elementary School of Science,76 RIVERDALE AVENUE,BROOKLYN,11212,40.6601863,-73.914011
23K634,General D. Chappie James Middle School of Science,76 RIVERDALE AVENUE,BROOKLYN,11212,40.6601863,-73.914011
23K643,Brooklyn Democracy Academy,985 ROCKAWAY AVENUE,BROOKLYN,11212,40.6562927,-73.9073241
23K644,Eagle Academy for Young Men II,1137 HERKIMER STREET,BROOKLYN,11233,40.6779834,-73.915842
23K646,Aspirations Diploma Plus High School,1495 HERKIMER STREET,BROOKLYN,11233,40.677507,-73.90415
23K647,Metropolitan Diploma Plus High School,985 ROCKAWAY AVENUE,BROOKLYN,11212,40.6562927,-73.9073241
23K664,Brooklyn Environmental Exploration School (BEES),251 MCDOUGAL STREET,BROOKLYN,11233,40.6802936,-73.9108853
23K668,Riverdale Avenue Middle School,76 RIVERDALE AVENUE,BROOKLYN,11212,40.6601863,-73.914011
23K671,Mott Hall Bridges Academy,210 CHESTER STREET,BROOKLYN,11212,40.6661829,-73.911268
23K697,Teachers Preparatory High School,226 BRISTOL STREET,BROOKLYN,11212,40.6657215,-73.9116714
24Q005,I.S. 5 - The Walter Crowley Intermediate School,50-40 JACOBUS STREET,QUEENS,11373,40.737383,-73.888148
24Q007,P.S. 007 Louis F. Simeone,80-55 CORNISH AVENUE,QUEENS,11373,40.7397494,-73.8825748
24Q012,P.S. 012 James B. Colgate,42-00 72 STREET,QUEENS,11377,40.736557,-73.8923403
24Q013,P.S. 013 Clement C. Moore,55-01 94 STREET,QUEENS,11373,40.7372798,-73.8679645
24Q014,P.S. 014 Fairview,107-01 OTIS AVENUE,QUEENS,11368,40.741009,-73.854579
24Q016,P.S. Q016 The Nancy DeBenedittis School,41-15 104 STREET,QUEENS,11368,40.748986,-73.860535
24Q019,P.S. 019 Marino Jeantet,98-02 ROOSEVELT AVENUE,QUEENS,11368,40.7493711,-73.8674499
24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Center,109-10 47 AVENUE,QUEENS,11368,40.74701,-73.85428
24Q049,P.S. 049 Dorothy Bonawit Kole,63-60 80th Street,QUEENS,11379,40.7118014,-73.8712346
24Q058,P.S. 58 - School of Heroes,72-24 GRAND AVENUE,QUEENS,11378,40.72851,-73.890603
24Q061,I.S. 061 Leonardo Da Vinci,98-50 50 AVENUE,QUEENS,11368,40.7426637,-73.8633032
24Q068,P.S. 068 Cambridge,59-09 SAINT FELIX AVENUE,QUEENS,11385,40.696964,-73.897367
24Q071,P.S. 071 Forest,62-85 FOREST AVENUE,QUEENS,11385,40.7113951,-73.9046762
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,70-02 54 AVENUE,QUEENS,11378,40.728548,-73.893325
24Q077,I.S. 077,976 SENECA AVENUE,QUEENS,11385,40.699558,-73.9022308
24Q081,P.S. 81Q Jean Paul Richter,559 CYPRESS AVENUE,QUEENS,11385,40.7037998,-73.9119788
24Q087,P.S. / I.S. 087 Middle Village,67-54 80 STREET,QUEENS,11379,40.711906,-73.871298
24Q088,P.S. 088 Seneca,60-85 CATALPA AVENUE,QUEENS,11385,40.7040438,-73.8964732
24Q089,P.S. 089 Elmhurst,85-28 BRITTON AVENUE,QUEENS,11373,40.745942,-73.879623
24Q091,P.S. 091 Richard Arkwright,68-10 CENTRAL AVE,QUEENS,11385,40.703479,-73.883974
24Q093,I.S. 093 Ridgewood,66-56 FOREST AVENUE,QUEENS,11385,40.7062674,-73.9027466
